Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
P76194,Cysteine desulfuration protein sufE OS=Escherichia coli (strain K12) GN=sufE PE=1 SV=1,sufE,1,63.45,15772.20615,2,5,1,2,10,12,12,7,7,6,1,5,3,121,73,189,7,37,19,54,11,14,13
P75746,UPF0271 protein ybgL OS=Escherichia coli (strain K12) GN=ybgL PE=1 SV=1,ybgL,1,93.73,25766.06281,2,0,8,12,12,7,4,7,4,12,10,11,8,1,1,16,6,13,7,2,2,4,3
P46144,Uncharacterized protein yedJ OS=Escherichia coli (strain K12) GN=yedJ PE=1 SV=2,yedJ,1,49.91,25870.071,1,2,4,NA,0,6,2,0,0,1,77,0,0,1,0,3,2,5,NA,NA,0,1,NA
P39298,Esterase yjfP OS=Escherichia coli (strain K12) GN=yjfP PE=1 SV=1,yjfP,1,58.3,27552.8958,2,159,362,252,94,110,128,142,89,113,80,78,82,87,84,150,298,244,162,119,69,92,113
P0A8Y1,Pyrimidine 5'-nucleotidase YjjG OS=Escherichia coli (strain K12) GN=yjjG PE=1 SV=1,yjjG,1,89.87,25266.64985,2,66,67,113,9,32,21,33,30,31,12,9,7,4,1,23,57,23,32,24,19,26,35
P76561,Esterase YpfH OS=Escherichia coli (strain K12) GN=ypfH PE=3 SV=2,ypfH,1,49.38,24821.4456,2,51,39,25,42,43,20,40,17,8,14,17,14,6,10,38,51,32,38,40,24,1,0
P0A8Z7,Esterase yqiA OS=Escherichia coli (strain K12) GN=yqiA PE=4 SV=1,yqiA,1,31.34,21609.74693,2,23,62,45,45,40,47,37,32,38,36,43,45,53,62,47,39,61,53,43,47,37,44
P45468,UPF0718 protein yraQ OS=Escherichia coli (strain K12) GN=yraQ PE=3 SV=1,yraQ,1,38.35,37213.82031,2,10,4,9,6,8,7,9,11,12,12,10,13,1,1,5,5,6,7,8,7,10,14
P0AE45,UPF0053 inner membrane protein ytfL OS=Escherichia coli (strain K12) GN=ytfL PE=1 SV=1,ytfL,1,81.14,49712.72916,2,12,22,27,9,11,16,7,13,46,47,36,38,1,0,3,2,6,6,5,1,4,3
P31825,tRNA (adenine-N(6)-)-methyltransferase OS=Escherichia coli (strain K12) GN=yfiC PE=1 SV=2,yfiC,1,90.25,27234.44974,1,29,71,NA,7,28,20,18,13,18,23,1,5,1,3,22,62,31,NA,NA,5,14,NA
P42597,Uncharacterized protein ygjP OS=Escherichia coli (strain K12) GN=ygjP PE=4 SV=2,ygjP,1,56.92,19452.21443,1,1,0,NA,0,9,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,0,1,NA
P39407,Uncharacterized protein yjjU OS=Escherichia coli (strain K12) GN=yjjU PE=3 SV=1,yjjU,1,79.14,39788.53077,1,4,6,NA,3,18,3,2,0,1,0,0,0,2,15,10,14,12,NA,NA,1,2,NA
P76223,Protein ynjB OS=Escherichia coli (strain K12) GN=ynjB PE=1 SV=2,ynjB,1,62.31,42799.84579,2,17,14,17,12,10,13,13,12,8,8,6,7,3,6,9,12,9,8,11,10,10,13
P64493,Uncharacterized protein yoaF OS=Escherichia coli (strain K12) GN=yoaF PE=4 SV=1,yoaF,1,58.91,8918.50923,1,6,1,NA,2,8,14,4,0,1,0,0,0,10,0,2,0,3,NA,NA,2,0,NA
P76344,Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1,zinT,1,64.63,24728.12029,2,27,6,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21369,Pyrazinamidase/nicotinamidase OS=Escherichia coli (strain K12) GN=pncA PE=3 SV=1,pncA,1,29.33,23329.25303,2,34,61,61,51,51,68,42,27,30,34,22,14,5,3,13,16,30,22,22,8,7,30
P76078,Phenylacetic acid degradation protein paaB OS=Escherichia coli (strain K12) GN=paaB PE=2 SV=1,paaB,1,74.87,10917.31304,2,0,119,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0
P37610,Alpha-ketoglutarate-dependent taurine dioxygenase OS=Escherichia coli (strain K12) GN=tauD PE=1 SV=3,tauD,1,45.86,32371.59819,1,2,1,NA,1,0,2,0,2,0,1,0,0,0,1,0,0,0,NA,NA,0,1,NA
P69681,Ammonia channel OS=Escherichia coli (strain K12) GN=amtB PE=1 SV=1,amtB,1,24.91,44467.44027,2,53,1,4,0,1,1,2,1,1,2,3,29,8,1,15,2,47,5,2,5,2,11
P62672,Protein ApaG OS=Escherichia coli (strain K12) GN=apaG PE=3 SV=1,apaG,1,29.62,13840.01621,2,13,17,11,20,12,20,14,16,11,16,17,14,21,19,30,19,57,19,20,18,12,10
P31801,Calcium/proton antiporter OS=Escherichia coli (strain K12) GN=chaA PE=1 SV=1,chaA,1,31.77,39125.07236,2,43,59,29,13,22,16,31,31,36,24,21,19,24,23,25,64,25,27,27,11,19,55
P0AEL3,Ferrous iron transport protein A OS=Escherichia coli (strain K12) GN=feoA PE=1 SV=1,feoA,1,76.95,8347.49547,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,15,13,8,0,0,0,0
P0A6V5,Thiosulfate sulfurtransferase glpE OS=Escherichia coli (strain K12) GN=glpE PE=1 SV=1,glpE,1,24.56,12056.61516,2,13,37,28,5,6,8,15,7,5,3,1,1,2,37,57,72,25,6,3,1,2,1
P0AFA7,Na(+)/H(+) antiporter nhaB OS=Escherichia coli (strain K12) GN=nhaB PE=1 SV=1,nhaB,1,56.6,56673.40997,2,0,0,18,0,1,3,0,1,20,16,11,14,7,6,7,6,4,5,0,4,8,4
P0AB96,Arsenate reductase OS=Escherichia coli (strain K12) GN=arsC PE=3 SV=1,arsC,1,49.14,15825.29134,2,2,2,0,1,2,1,15,10,11,10,3,2,9,1,3,0,9,6,12,2,0,8
P76007,Cell volume regulation protein A OS=Escherichia coli (strain K12) GN=cvrA PE=3 SV=2,cvrA,1,39.02,62227.45021,2,2,5,1,2,1,3,4,1,4,4,3,2,0,2,0,1,3,3,0,1,0,0
P0ACX9,Uncharacterized protein ydiE OS=Escherichia coli (strain K12) GN=ydiE PE=4 SV=1,ydiE,1,23.57,7094.82028,2,1,1,12,1,1,1,1,1,1,1,0,0,0,0,17,0,2,20,1,2,0,6
P64488,Uncharacterized protein yeaR OS=Escherichia coli (strain K12) GN=yeaR PE=1 SV=1,yeaR,1,33.29,13584.79585,2,2,7,2,2,3,2,3,3,1,2,2,2,3,29,75,1,75,8,2,2,3,2
P23485,Protein fecR OS=Escherichia coli (strain K12) GN=fecR PE=4 SV=1,fecR,1,67.38,35492.42604,1,3,1,NA,1,8,3,3,3,3,6,1,1,0,0,9,86,14,NA,NA,1,1,NA
P31680,DnaJ-like protein djlA OS=Escherichia coli (strain K12) GN=djlA PE=1 SV=1,djlA,1,36.24,30541.54864,2,1,0,2,2,26,1,38,22,72,46,42,43,2,26,23,50,27,31,3,30,28,46
P68688,Glutaredoxin-1 OS=Escherichia coli (strain K12) GN=grxA PE=1 SV=1,grxA,1,49.45,9660.76081,2,142,165,179,139,103,242,28,83,78,82,57,52,23,33,171,129,179,145,102,65,94,129
P63284,Isoform ClpB-3 of Chaperone protein ClpB OS=Escherichia coli (strain K12) GN=clpB,clpB,1,3038.05,95507.92428,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P77526,Probable disulfide bond reductase yfcG OS=Escherichia coli (strain K12) GN=yfcG PE=1 SV=1,yfcG,1,30.95,24482.57638,2,20,35,13,34,25,26,26,13,26,36,23,31,12,15,26,30,20,25,27,43,29,17
P33014,UPF0033 protein yeeD OS=Escherichia coli (strain K12) GN=yeeD PE=3 SV=1,yeeD,1,94.33,8125.05516,2,3407,3135,13251,4549,7721,3951,4407,4248,6251,5430,3553,2062,18,17,2080,199,1280,3005,634,2951,3484,3238
P05704,Methyl-accepting chemotaxis protein III OS=Escherichia coli (strain K12) GN=trg PE=1 SV=3,trg,1,43.1,58844.23824,2,0,0,0,0,0,1,0,0,1,6,2,0,1,0,0,1,0,0,0,0,1,1
P25798,Flagellar M-ring protein OS=Escherichia coli (strain K12) GN=fliF PE=1 SV=3,fliF,1,52.55,60534.19533,2,0,1,3,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0
P52613,Flagellar fliJ protein OS=Escherichia coli (strain K12) GN=fliJ PE=3 SV=2,fliJ,1,32.3,17277.71067,2,15,33,12,15,19,9,10,15,13,15,23,12,6,0,7,46,1,8,2,2,2,1
P0A9H9,Protein phosphatase CheZ OS=Escherichia coli (strain K12) GN=cheZ PE=1 SV=1,cheZ,1,55.96,23942.97338,1,2,0,NA,0,29,1,0,0,0,1,1,0,0,0,1,0,2,NA,NA,0,2,NA
P31697,Chaperone protein fimC OS=Escherichia coli (strain K12) GN=fimC PE=1 SV=3,fimC,1,64.64,26653.86317,2,0,8,0,1,0,0,0,0,0,0,0,1,0,0,3,0,6,0,1,0,1,0
P63883,N-acetylmuramoyl-L-alanine amidase AmiC OS=Escherichia coli (strain K12) GN=amiC PE=1 SV=1,amiC,1,55.07,45588.06117,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P60955,Prolipoprotein diacylglyceryl transferase OS=Escherichia coli (strain K12) GN=lgt PE=1 SV=1,lgt,1,101.87,33068.23984,2,7,9,7,4,2,1,4,2,18,13,11,10,0,0,0,1,1,0,4,0,1,5
P27300,Tetraacyldisaccharide 4'-kinase OS=Escherichia coli (strain K12) GN=lpxK PE=1 SV=2,lpxK,1,30.71,35548.81356,2,14,17,14,4,5,9,7,6,8,5,5,4,4,4,9,14,10,11,6,5,6,9
P0C0T5,Penicillin-insensitive murein endopeptidase OS=Escherichia coli (strain K12) GN=mepA PE=1 SV=1,mepA,1,46.19,30099.43575,2,7,8,6,1,2,4,2,2,2,1,1,1,0,0,7,3,9,6,2,0,2,1
P41052,Membrane-bound lytic murein transglycosylase B OS=Escherichia coli (strain K12) GN=mltB PE=1 SV=1,mltB,1,34.62,40212.24573,2,33,22,27,14,14,31,23,27,14,14,7,9,36,30,4,29,44,22,13,22,26,13
P0C066,Membrane-bound lytic murein transglycosylase C OS=Escherichia coli (strain K12) GN=mltC PE=2 SV=1,mltC,1,105.3,40069.49319,2,0,1,2,1,1,1,1,1,6,16,12,3,17,20,39,48,39,32,30,29,33,39
P0AD65,Penicillin-binding protein 2 OS=Escherichia coli (strain K12) GN=mrdA PE=3 SV=1,mrdA,1,60.85,70794.43784,2,7,14,13,7,5,6,6,6,11,7,7,5,2,0,1,3,4,5,8,3,6,12
P0AFI5,D-alanyl-D-alanine endopeptidase OS=Escherichia coli (strain K12) GN=pbpG PE=1 SV=2,pbpG,1,43.67,33847.68281,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P27243,O-antigen ligase OS=Escherichia coli (strain K12) GN=rfaL PE=1 SV=2,rfaL,1,27.63,46829.57412,2,8,2,23,2,8,13,4,3,15,1,4,3,0,0,1,1,1,0,11,9,5,8
P07021,Putative lipoprotein yfiB OS=Escherichia coli (strain K12) GN=yfiB PE=3 SV=2,yfiB,1,47.65,17215.72613,2,4,3,3,2,3,3,2,1,3,3,1,2,0,1,8,1,2,6,5,2,6,2
P03813,Uncharacterized protein YgeA OS=Escherichia coli (strain K12) GN=ygeA PE=1 SV=1,ygeA,1,56.73,25213.74597,2,4,6,8,14,57,10,45,39,72,69,53,60,1,2,4,5,10,6,7,4,6,6
Q46798,Uncharacterized lipoprotein ygeR OS=Escherichia coli (strain K12) GN=ygeR PE=4 SV=2,ygeR,1,37.03,26529.88379,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2
P0AEA2,Curli production assembly/transport component CsgG OS=Escherichia coli (strain K12) GN=csgG PE=3 SV=1,csgG,1,95.41,30519.85663,1,27,6,NA,16,0,5,8,4,11,1,6,0,19,1,0,1,0,NA,NA,4,3,NA
P0C960,Endo-type membrane-bound lytic murein transglycosylase A OS=Escherichia coli (strain K12) GN=emtA PE=1 SV=1,emtA,1,61.25,22194.43952,2,170,183,173,68,110,105,118,104,74,44,36,23,69,47,209,96,71,132,109,105,212,152
P0AC00,Fructoselysine 6-phosphate deglycase OS=Escherichia coli (strain K12) GN=frlB PE=4 SV=1,frlB,1,86.8,38526.41732,1,1,10,NA,1,0,1,2,0,7,0,0,3,1,2,0,0,17,NA,NA,0,0,NA
P75958,Lipoprotein-releasing system transmembrane protein lolE OS=Escherichia coli (strain K12) GN=lolE PE=1 SV=3,lolE,1,34.42,45297.15927,2,2,6,3,1,2,4,3,3,3,3,2,2,5,4,3,6,4,4,2,1,2,3
P46022,Monofunctional biosynthetic peptidoglycan transglycosylase OS=Escherichia coli (strain K12) GN=mtgA PE=3 SV=1,mtgA,1,48.55,27306.27102,1,0,0,NA,0,0,0,1,0,0,0,0,0,8,8,0,0,0,NA,NA,0,1,NA
P0AEB5,MscS family inner membrane protein ynaI OS=Escherichia coli (strain K12) GN=ynaI PE=1 SV=1,ynaI,1,73.8,38711.59081,2,2,4,4,3,3,6,2,4,9,7,6,5,0,1,4,6,4,4,2,2,4,3
P75822,Uncharacterized protein ybjT OS=Escherichia coli (strain K12) GN=ybjT PE=4 SV=2,ybjT,1,51.02,53655.27385,2,2,45,5,2,0,1,1,3,3,3,1,4,0,0,1,0,2,2,1,1,1,3
P45469,Uncharacterized protein yraR OS=Escherichia coli (strain K12) GN=yraR PE=4 SV=2,yraR,1,59.35,23164.99638,2,8,9,4,10,9,10,8,8,8,11,13,24,31,35,16,13,16,11,12,26,18,9
P38104,Starvation-sensing protein rspA OS=Escherichia coli (strain K12) GN=rspA PE=1 SV=1,rspA,1,45.28,45920.60727,2,1,3,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,14,3,3
P27242,"Lipopolysaccharide 1,2-N-acetylglucosaminetransferase OS=Escherichia coli (strain K12) GN=waaU PE=4 SV=2",waaU,1,45.1,41684.92104,2,3,16,8,2,3,4,4,3,8,4,5,3,0,1,1,3,2,4,3,1,3,4
P76387,Tyrosine-protein kinase wzc OS=Escherichia coli (strain K12) GN=wzc PE=1 SV=2,wzc,1,33.73,79275.62271,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P76190,Uncharacterized protein ydhO OS=Escherichia coli (strain K12) GN=ydhO PE=3 SV=1,ydhO,1,54.45,29879.89815,1,0,0,NA,0,1,0,0,1,0,4,1,1,0,1,0,1,0,NA,NA,1,1,NA
P76206,Uncharacterized protein ydiY OS=Escherichia coli (strain K12) GN=ydiY PE=4 SV=1,ydiY,1,136.48,27572.14186,1,2,43,NA,0,23,3,4,0,3,1,3,0,9,1,0,18,9,NA,NA,1,0,NA
P0AES2,Glucarate dehydratase OS=Escherichia coli (strain K12) GN=gudD PE=1 SV=2,gudD,1,21.66,49091.57737,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,5,3,1,1,1,1,1
P28631,DNA polymerase III subunit delta' OS=Escherichia coli (strain K12) GN=holB PE=1 SV=2,holB,1,52.16,36895.11788,2,15,20,13,8,5,8,9,10,9,9,8,6,3,3,10,11,9,12,12,15,6,10
P71298,Putative prophage CP4-6 integrase OS=Escherichia coli (strain K12) GN=intF PE=3 SV=1,intF,1,63.7,53023.10859,2,0,4,0,0,1,2,2,1,5,5,4,4,0,0,0,0,0,0,0,0,0,0
P05523,Formamidopyrimidine-DNA glycosylase OS=Escherichia coli (strain K12) GN=mutM PE=1 SV=3,mutM,1,84.13,30252.88552,2,3,21,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
P17802,A/G-specific adenine glycosylase OS=Escherichia coli (strain K12) GN=mutY PE=1 SV=1,mutY,1,50.56,39105.98291,2,3,6,3,1,1,2,2,1,2,1,1,1,0,0,1,3,2,2,1,1,2,3
P50465,Endonuclease 8 OS=Escherichia coli (strain K12) GN=nei PE=1 SV=3,nei,1,61.69,29808.48926,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,11,7,0,1,1,4
P68739,Endonuclease V OS=Escherichia coli (strain K12) GN=nfi PE=1 SV=1,nfi,1,70.22,24638.84252,2,8,7,13,14,11,10,11,6,8,7,9,9,12,9,14,7,9,7,6,14,9,5
P0AB83,Endonuclease III OS=Escherichia coli (strain K12) GN=nth PE=1 SV=1,nth,1,33.98,23529.40171,2,11,22,9,6,8,7,8,7,4,4,1,2,0,0,1,2,5,6,6,5,11,8
P07013,Primosomal replication protein n OS=Escherichia coli (strain K12) GN=priB PE=1 SV=3,priB,1,50.04,11416.79899,2,9,1,0,0,0,11,9,7,10,8,5,5,7,4,12,22,15,11,4,7,8,9
P23862,Primosomal replication protein N'' OS=Escherichia coli (strain K12) GN=priC PE=1 SV=3,priC,1,74.26,20344.80503,2,16,20,1,11,16,11,16,11,8,8,8,5,4,0,15,21,13,11,10,9,11,15
P07648,Exodeoxyribonuclease V gamma chain OS=Escherichia coli (strain K12) GN=recC PE=1 SV=1,recC,1,48.77,128747.9472,2,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,1,1,1,1,1,1,2
Q2A0K9,Exodeoxyribonuclease I OS=Escherichia coli (strain K12) GN=sbcB PE=4 SV=1,sbcB,1,56.89,53429.92251,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,1,1,1,2,1,3,0
P0AG76,Nuclease sbcCD subunit D OS=Escherichia coli (strain K12) GN=sbcD PE=1 SV=1,sbcD,1,43.53,44667.82748,2,11,14,13,18,11,7,2,7,5,3,2,1,0,0,0,0,0,6,3,0,1,2
P14294,DNA topoisomerase 3 OS=Escherichia coli (strain K12) GN=topB PE=1 SV=1,topB,1,44.08,73153.04607,2,0,2,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
P0A8P6,Tyrosine recombinase xerC OS=Escherichia coli (strain K12) GN=xerC PE=1 SV=1,xerC,1,56.17,33828.69989,2,16,16,29,9,17,11,15,16,15,12,7,5,1,0,6,14,7,21,17,8,22,21
P0A8P8,Tyrosine recombinase xerD OS=Escherichia coli (strain K12) GN=xerD PE=1 SV=1,xerD,1,63.19,34207.09259,2,10,29,15,6,10,7,8,5,5,4,1,1,1,1,3,4,7,11,8,4,11,1
P75828,Uncharacterized protein ybjD OS=Escherichia coli (strain K12) GN=ybjD PE=4 SV=1,ybjD,1,37.61,63531.18749,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
P05050,Alpha-ketoglutarate-dependent dioxygenase AlkB OS=Escherichia coli (strain K12) GN=alkB PE=1 SV=1,alkB,1,73.18,24042.146,1,13,5,NA,2,0,6,5,5,3,10,1,3,14,0,6,5,7,NA,NA,2,4,NA
P28905,DNA polymerase III subunit chi OS=Escherichia coli (strain K12) GN=holC PE=1 SV=1,holC,1,78.42,16604.45096,2,4,14,1,2,1,2,1,1,2,1,2,3,0,0,2,2,0,5,1,3,1,0
D4HZR9,Uncharacterized protein ygbT OS=Erwinia amylovora (strain CFBP1430) GN=ygbT PE=4 SV=1,ygbT,1,25.3,32800.6034,2,2,5,2,2,2,2,2,2,2,1,1,3,2,1,8,13,5,1,8,2,6,2
P24230,ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1,recG,1,71.25,76364.17226,2,3,7,3,2,2,2,2,3,7,6,6,4,0,1,0,0,0,0,0,0,0,0
P0AAR8,Uncharacterized protein ybaV OS=Escherichia coli (strain K12) GN=ybaV PE=4 SV=1,ybaV,1,66.47,12677.66981,1,41,20,NA,10,37,23,14,1,17,4,33,16,16,14,19,25,12,NA,NA,8,37,NA
P75952,Uncharacterized HTH-type transcriptional regulator ycfQ OS=Escherichia coli (strain K12) GN=ycfQ PE=4 SV=2,comR,1,22.55,23328.58824,2,2,1,1,1,3,1,1,2,4,5,4,4,0,0,1,1,0,0,0,0,1,1
P0ACS9,HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) GN=acrR PE=1 SV=1,acrR,1,75.62,24732.72124,2,21,40,25,9,14,14,18,15,14,8,12,5,0,0,1,1,0,2,0,7,0,0
P0A6D0,Arginine repressor OS=Escherichia coli (strain K12) GN=argR PE=1 SV=1,argR,1,83.56,16965.84566,2,648,931,666,418,491,562,537,884,742,500,422,356,554,486,674,696,658,608,598,436,651,605
Q47083,HTH-type transcriptional regulator cbl OS=Escherichia coli (strain K12) GN=cbl PE=1 SV=2,cbl,1,62.11,35815.80719,2,43,18,8,5,3,7,9,5,8,12,8,6,3,4,8,13,18,23,22,8,18,27
P06966,HTH-type transcriptional regulator dicA OS=Escherichia coli (strain K12) GN=dicA PE=4 SV=1,dicA,1,36.02,15628.36252,2,20,25,17,21,15,21,12,14,16,15,8,11,17,15,18,9,20,18,3,13,9,1
P0AFW0,Transcriptional activator rfaH OS=Escherichia coli (strain K12) GN=rfaH PE=1 SV=1,rfaH,1,25.49,18310.62435,2,56,78,55,47,44,48,36,39,35,37,30,25,23,23,38,67,54,35,35,39,47,37
P0ACS7,HTH-type transcriptional regulator rpiR OS=Escherichia coli (strain K12) GN=rpiR PE=1 SV=1,rpiR,1,45.28,32323.62427,2,58,40,43,26,26,45,22,23,26,30,27,27,11,8,12,39,19,24,69,41,33,28
P0ACS2,Redox-sensitive transcriptional activator soxR OS=Escherichia coli (strain K12) GN=soxR PE=1 SV=1,soxR,1,27.27,17121.0724,2,1,5,0,0,0,0,0,2,1,1,0,2,0,0,46,3,1,0,4,14,16,0
P36673,HTH-type transcriptional regulator treR OS=Escherichia coli (strain K12) GN=treR PE=1 SV=2,treR,1,65.49,34490.8725,2,5,1,3,4,6,6,5,6,7,8,6,8,5,5,5,10,8,9,8,9,9,8
P39161,Uxu operon transcriptional regulator OS=Escherichia coli (strain K12) GN=uxuR PE=4 SV=1,uxuR,1,51.72,29271.79279,2,8,11,11,9,10,9,10,10,9,11,7,9,9,8,14,32,24,12,13,13,22,28
P75989,HTH-type transcriptional repressor YcgE OS=Escherichia coli (strain K12) GN=ycgE PE=1 SV=1,ycgE,1,39.03,28228.59956,2,2,2,1,2,1,2,2,2,3,3,2,1,4,2,2,1,1,2,2,2,2,2
P77615,Uncharacterized HTH-type transcriptional regulator ycjW OS=Escherichia coli (strain K12) GN=ycjW PE=1 SV=1,ycjW,1,102.04,36093.66433,2,29,48,37,35,39,25,30,38,26,25,25,24,12,13,34,29,23,32,46,32,45,44
P67660,Uncharacterized HTH-type transcriptional regulator yhaJ OS=Escherichia coli (strain K12) GN=yhaJ PE=4 SV=1,yhaJ,1,86.41,33217.50249,2,5,5,1,3,3,1,6,3,4,3,3,2,0,0,1,3,1,5,3,3,3,6
P36995,Cold shock-like protein CspB OS=Escherichia coli (strain K12) GN=cspB PE=2 SV=1,cspB,1,83.32,7693.84414,1,2,3,NA,9,2,38,2,20,11,113,1,51,0,1,1,2,7,NA,NA,11,22,NA
P0A978,Cold shock-like protein CspG OS=Escherichia coli (strain K12) GN=cspG PE=1 SV=1,cspG,1,107.81,7757.84628,1,46,105,NA,29,48,49,26,3,35,1,17,8,16,25,95,18,30,NA,NA,19,23,NA
P0A9G4,HTH-type transcriptional regulator CueR OS=Escherichia coli (strain K12) GN=cueR PE=1 SV=1,cueR,1,50.33,15207.58712,2,49,103,69,53,46,52,47,37,46,44,41,36,4,12,91,57,5,31,61,59,52,21
Q47129,Transcriptional activator feaR OS=Escherichia coli (strain K12) GN=feaR PE=1 SV=1,feaR,1,101.04,34580.44395,1,4,3,NA,0,8,1,0,0,0,0,0,0,0,0,0,3,0,NA,NA,0,4,NA
P64638,Ferrous iron transport protein C OS=Escherichia coli (strain K12) GN=feoC PE=1 SV=1,feoC,1,50.46,8636.31113,1,4,22,NA,3,0,18,10,10,22,1,0,3,20,0,9,1,1,NA,NA,1,10,NA
P30128,Transcription elongation factor greB OS=Escherichia coli (strain K12) GN=greB PE=1 SV=2,greB,1,44.61,18497.54848,2,1,1,9,1,4,0,1,4,6,9,3,4,11,10,47,20,27,16,8,5,6,2
P05827,HTH-type transcriptional regulator ilvY OS=Escherichia coli (strain K12) GN=ilvY PE=4 SV=1,ilvY,1,86,33165.28966,1,8,42,NA,2,9,6,4,0,4,0,1,0,1,0,0,26,19,NA,NA,6,1,NA
P03023,Lactose operon repressor OS=Escherichia coli (strain K12) GN=lacI PE=1 SV=3,lacI,1,223.51,38548.06158,1,23,5,NA,9,28,18,10,13,10,24,7,3,1,1,20,6,13,NA,NA,9,14,NA
Q46864,Antitoxin MqsA OS=Escherichia coli (strain K12) GN=mqsA PE=1 SV=1,mqsA,1,36.79,14675.5967,2,34,181,63,25,24,33,34,19,20,17,18,21,15,29,59,80,23,31,20,57,27,31
P77245,HTH-type transcriptional regulator murR OS=Escherichia coli (strain K12) GN=murR PE=1 SV=1,murR,1,82.6,31154.3846,1,5,14,NA,3,12,5,0,121,3,1,7,1,0,3,20,2,0,NA,NA,1,2,NA
P07026,Regulatory protein SdiA OS=Escherichia coli (strain K12) GN=sdiA PE=1 SV=2,sdiA,1,110.92,28081.09068,1,8,112,NA,8,1,6,7,1,6,0,1,0,1,0,10,3,1,NA,NA,1,9,NA
P64616,Uncharacterized protein yhcO OS=Escherichia coli (strain K12) GN=yhcO PE=3 SV=1,yhcO,1,37.18,10771.36875,2,35,32,31,42,45,67,51,31,36,35,46,67,258,117,38,71,223,53,56,91,56,33
P39334,Uncharacterized HTH-type transcriptional regulator yjgJ OS=Escherichia coli (strain K12) GN=yjgJ PE=4 SV=2,bdcR,1,62.82,21469.82323,2,124,714,161,60,48,49,51,50,55,61,33,29,13,12,43,42,28,58,38,14,40,38
P0AEM4,Negative regulator of flagellin synthesis OS=Escherichia coli (strain K12) GN=flgM PE=1 SV=1,flgM,1,65.82,10316.29653,2,16,25,52,11,54,54,47,18,57,75,40,13,1,1,19,13,1,7,46,34,50,36
P0AD01,Transcriptional regulatory protein dcuR OS=Escherichia coli (strain K12) GN=dcuR PE=1 SV=1,dcuR,1,64.83,27452.90703,2,1,5,2,4,7,2,5,5,4,6,7,12,0,0,0,1,1,2,10,12,8,3
P0AFT5,Uncharacterized response regulatory protein yehT OS=Escherichia coli (strain K12) GN=yehT PE=3 SV=1,yehT,1,76.34,27364.42848,2,2,20,12,9,9,9,10,14,9,9,8,7,4,0,1,1,2,5,8,6,11,7
P0AE39,Uncharacterized response regulatory protein ypdB OS=Escherichia coli (strain K12) GN=ypdB PE=1 SV=1,ypdB,1,36.93,28684.6737,2,15,19,14,11,10,23,15,17,11,14,18,13,51,33,63,42,35,46,29,24,23,34
P0ACM9,Uncharacterized HTH-type transcriptional regulator yihL OS=Escherichia coli (strain K12) GN=yihL PE=4 SV=1,yihL,1,56.84,26903.96131,1,6,2,NA,0,3,1,0,1,0,5,0,0,2,0,0,1,0,NA,NA,0,0,NA
P0A9W0,HTH-type transcriptional regulator ulaR OS=Escherichia coli (strain K12) GN=ulaR PE=1 SV=1,ulaR,1,105.97,27566.3263,2,31,55,38,17,28,20,30,36,23,18,23,20,2,2,8,12,5,23,23,9,20,12
P52598,Uncharacterized HTH-type transcriptional regulator ygbI OS=Escherichia coli (strain K12) GN=ygbI PE=4 SV=2,ygbI,1,55.08,27399.26266,1,2,6,NA,0,4,2,3,1,0,0,0,0,0,8,1,0,2,NA,NA,0,2,NA
